"TIME","GEO","DURATION","ISCED11","AGE","SEX","UNIT","Value"
"2016","Lithuania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.0"
"2000","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.2"
"2001","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.9"
"2002","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.4"
"2003","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.1"
"2004","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.4"
"2005","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.9"
"2006","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.3"
"2007","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.7"
"2008","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.9"
"2009","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.7"
"2010","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.1"
"2011","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.2"
"2012","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.7"
"2013","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.4"
"2014","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.8"
"2015","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.3"
"2016","Luxembourg","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.4"
"2000","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","81.5"
"2001","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.5"
"2002","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","83.6"
"2003","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","81.0"
"2004","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.0"
"2005","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","83.4"
"2006","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","86.0"
"2007","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.9"
"2008","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","84.0"
"2009","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","81.0"
"2010","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","79.3"
"2011","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.4"
"2012","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","79.2"
"2013","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.6"
"2014","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.1"
"2015","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.0"
"2016","Hungary","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.7"
"2000","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.0"
"2001","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.4"
"2002","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.9"
"2003","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.3"
"2004","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.0"
"2005","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.8"
"2006","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.0"
"2007","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.1"
"2008","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.5"
"2009","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.2"
"2010","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.4"
"2011","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.3"
"2012","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.0"
"2013","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.5"
"2014","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.2"
"2015","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.2"
"2016","Malta","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.2"
"2000","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.1"
"2001","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.1"
"2002","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2003","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.8"
"2004","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.5"
"2005","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.9"
"2006","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.3"
"2007","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.3"
"2008","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.8"
"2009","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.0"
"2010","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.4"
"2011","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.4"
"2012","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.2"
"2013","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.3"
"2014","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.1"
"2015","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.4"
"2016","Netherlands","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.5"
"2000","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.8"
"2001","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.9"
"2002","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.2"
"2003","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.0"
"2004","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.3"
"2005","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.3"
"2006","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.1"
"2007","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.5"
"2008","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.2"
"2009","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.8"
"2010","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.5"
"2011","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.5"
"2012","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.8"
"2013","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.5"
"2014","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.0"
"2015","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.8"
"2016","Austria","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.1"
"2000","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.1"
"2002","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.8"
"2003","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.4"
"2004","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.2"
"2005","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.1"
"2006","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.2"
"2007","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.5"
"2008","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.0"
"2009","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.2"
"2010","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.8"
"2011","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.6"
"2012","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.0"
"2013","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.2"
"2014","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.5"
"2015","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.2"
"2016","Poland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.4"
"2000","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","97.0"
"2001","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.0"
"2002","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.5"
"2003","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.5"
"2004","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.6"
"2005","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.3"
"2006","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.5"
"2007","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.8"
"2008","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.4"
"2009","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.9"
"2010","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.0"
"2011","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.2"
"2012","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","84.2"
"2013","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","83.4"
"2014","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","86.9"
"2015","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.8"
"2016","Portugal","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.3"
"2000","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2002","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.1"
"2003","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.1"
"2004","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.1"
"2005","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.9"
"2006","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.0"
"2007","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.8"
"2008","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.7"
"2009","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.4"
"2010","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.5"
"2011","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.1"
"2012","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.7"
"2013","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.7"
"2014","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.1"
"2015","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.5"
"2016","Romania","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.2"
"2000","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.2"
"2001","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","97.2"
"2002","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.1"
"2003","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.2"
"2004","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.7"
"2005","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.2"
"2006","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.1"
"2007","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.8"
"2008","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.0"
"2009","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.8"
"2010","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.8"
"2011","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.7"
"2012","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.9"
"2013","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.1"
"2014","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","85.9"
"2015","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.4"
"2016","Slovenia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.2"
"2000","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2002","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.9"
"2003","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.9"
"2004","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.8"
"2005","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","83.8"
"2006","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","85.2"
"2007","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.9"
"2008","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.5"
"2009","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","81.9"
"2010","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.4"
"2011","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","81.2"
"2012","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","78.6"
"2013","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.0"
"2014","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","79.0"
"2015","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","77.3"
"2016","Slovakia","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","79.1"
"2000","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","81.3"
"2001","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","85.8"
"2002","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","86.0"
"2003","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","86.9"
"2004","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","85.3"
"2005","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","84.7"
"2006","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","84.5"
"2007","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","86.3"
"2008","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.7"
"2009","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","86.0"
"2010","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","83.1"
"2011","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.0"
"2012","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","84.8"
"2013","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","79.1"
"2014","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.8"
"2015","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","83.4"
"2016","Finland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.8"
"2000","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.4"
"2001","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.6"
"2002","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.4"
"2003","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.1"
"2004","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.9"
"2005","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.2"
"2006","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.3"
"2007","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.2"
"2008","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.4"
"2009","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.1"
"2010","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.6"
"2011","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.3"
"2012","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.2"
"2013","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.9"
"2014","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.6"
"2015","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.2"
"2016","Sweden","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.6"
"2000","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.7"
"2002","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.4"
"2003","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.4"
"2004","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.6"
"2005","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.6"
"2006","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.0"
"2007","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.9"
"2008","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.8"
"2009","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.2"
"2010","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.2"
"2011","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.5"
"2012","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.4"
"2013","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.4"
"2014","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.5"
"2015","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.1"
"2016","United Kingdom","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.2"
"2000","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","96.7"
"2001","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","97.2"
"2002","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","98.7"
"2003","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.1"
"2004","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","97.4"
"2005","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","95.4"
"2006","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.1"
"2007","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.6"
"2008","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.9"
"2009","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.0"
"2010","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.0"
"2011","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.1"
"2012","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","93.7"
"2013","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","86.0"
"2014","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.0"
"2015","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","92.9"
"2016","Iceland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","97.7"
"2000","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2002","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2003","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2004","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2005","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2006","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2007","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2008","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2009","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2010","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2011","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2012","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","94.4"
"2013","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.6"
"2014","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.3"
"2015","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.5"
"2016","Norway","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","91.5"
"2000","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","83.3"
"2001","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.2"
